Date,ADI,ALAB,AMAT,AMD,ARM,ASML,ASX,AVGO,CRDO,ENTG,INTC,KLAC,LRCX,MCHP,MPWR,MRVL,MTSI,MU,NVDA,NVMI,NXPI,ON,QCOM,RMBS,STM,SWKS,TER,TSM,TXN,UMC
2026-03-25,320.1748352050781,120.33000183105469,368.48736572265625,220.27000427246094,157.07000732421875,1389.0556640625,22.176908493041992,318.30621337890625,103.91000366210938,122.99070739746094,47.18000030517578,154.01113891601562,233.28565979003906,64.44684600830078,1114.7271728515625,98.37646484375,245.0399932861328,381.8708190917969,178.47198486328125,481.2799987792969,196.94195556640625,63.099998474121094,129.16732788085938,95.93000030517578,33.38235855102539,55.705955505371094,323.11376953125,346.9375305175781,194.77796936035156,9.149038314819336
2026-03-26,311.6144714355469,113.6050033569336,337.7684631347656,203.77000427246094,154.8000030517578,1324.888916015625,21.216569900512695,308.9310607910156,96.44000244140625,115.5721206665039,44.099998474121094,144.764404296875,211.4710235595703,63.49734878540039,1054.559326171875,97.60704803466797,228.5,355.256103515625,171.04066467285156,453.6099853515625,196.2542724609375,60.869998931884766,129.35560607910156,91.44000244140625,32.87293243408203,56.171905517578125,297.1136169433594,325.3480529785156,191.45199584960938,8.864051818847656
2026-03-27,305.66888427734375,112.47000122070312,336.39166259765625,201.99000549316406,144.1300048828125,1297.95263671875,21.285873413085938,300.2048645019531,95.23999786376953,113.41543579101562,43.130001068115234,143.9743194580078,211.2611846923828,61.321434020996094,1049.307861328125,94.80913543701172,225.44000244140625,357.0151062011719,167.32498168945312,440.7200012207031,191.01206970214844,58.349998474121094,125.95672607421875,89.7300033569336,32.503353118896484,53.18783950805664,295.3849182128906,325.9765930175781,188.40316772460938,8.716645240783691
2026-03-30,301.3539123535156,100.2699966430664,322.37408447265625,196.0399932861328,136.9600067138672,1249.6109619140625,20.681947708129883,292.94635009765625,87.80999755859375,108.4730453491211,41.189998626708984,137.92587280273438,199.7892608642578,59.40266418457031,998.8160400390625,87.74441528320312,209.49000549316406,321.75048828125,164.97772216796875,413.2300109863281,186.75650024414062,55.65999984741211,125.9170913696289,79.7300033569336,31.284725189208984,52.04774475097656,276.1396179199219,315.7605285644531,184.53274536132812,8.461139678955078
2026-03-31,316.3072509765625,109.5999984741211,341.0010070800781,203.42999267578125,151.27999877929688,1316.2489013671875,21.464080810546875,309.02093505859375,93.87000274658203,117.0598373413086,44.130001068115234,146.88729858398438,213.5095977783203,63.902862548828125,1091.6842041015625,98.97602844238281,222.07000732421875,337.7880554199219,174.1969757080078,434.2799987792969,196.19448852539062,61.91999816894531,127.611572265625,86.02999877929688,34.511085510253906,53.08869552612305,296.2342834472656,337.1604309082031,192.1746063232422,8.824743270874023
2026-04-01,318.7331848144531,106.33000183105469,352.9832458496094,210.2100067138672,155.07000732421875,1355.0439453125,22.256113052368164,312.99462890625,95.91999816894531,118.52757263183594,48.029998779296875,151.61888122558594,221.8537139892578,64.66443634033203,1117.804443359375,106.63030242919922,229.36000061035156,367.7934265136719,175.54541015625,445.75,194.91880798339844,62.20000076293945,126.12519073486328,89.94999694824219,34.48112106323242,52.76154327392578,311.9623107910156,340.692138671875,194.312744140625,8.814916610717773
2026-04-02,316.5060729980469,117.13999938964844,347.6655578613281,217.5,149.11000061035156,1312.6614990234375,22.05810546875,314.0529479980469,101.44999694824219,116.22113037109375,50.380001068115234,151.31961059570312,218.28623962402344,64.88202667236328,1116.7860107421875,107.0300064086914,238.3000030517578,366.18365478515625,177.18348693847656,442.239990234375,193.89230346679688,62.189998626708984,125.64954376220703,93.02999877929688,34.28134536743164,54.714569091796875,309.3742370605469,338.2478942871094,192.897216796875,8.520103454589844
2026-04-06,325.47412109375,117.98999786376953,351.80596923828125,220.17999267578125,148.77000427246094,1299.4873046875,22.325414657592773,313.9331359863281,102.45999908447266,115.50223541259766,50.779998779296875,153.6360321044922,220.4946746826172,66.48429870605469,1178.2322998046875,109.42821502685547,233.0399932861328,377.701904296875,177.43319702148438,445.54998779296875,196.4137420654297,63.4900016784668,124.5892562866211,92.22000122070312,35.400081634521484,55.487850189208984,315.1898193359375,340.9615173339844,197.40113830566406,8.539756774902344
2026-04-07,325.52386474609375,118.98999786376953,353.4920959472656,221.52999877929688,143.86000061035156,1301.9188232421875,21.96900177001953,333.4422607421875,106.79000091552734,118.3678207397461,52.90999984741211,154.51292419433594,224.19207763671875,66.77112579345703,1189.4051513671875,109.29830932617188,236.99000549316406,377.52191162109375,177.89266967773438,444.3599853515625,194.46035766601562,63.790000915527344,122.94430541992188,91.87000274658203,35.63981246948242,54.585689544677734,320.23602294921875,344.5132141113281,197.71791076660156,9.149038314819336
2026-04-08,344.2155456542969,125.45999908447266,384.82958984375,231.82000732421875,148.91000366210938,1416.1214599609375,23.899580001831055,350.0759582519531,110.20999908447266,129.40084838867188,58.95000076293945,166.83224487304688,246.31649780273438,69.95588684082031,1310.939697265625,114.36451721191406,247.0,406.6674499511719,181.8680419921875,475.5199890136719,203.57943725585938,68.37999725341797,126.35310363769531,101.43000030517578,37.93722152709961,56.052940368652344,358.0172119140625,365.04510498046875,206.78517150878906,9.30627155303955
2026-04-09,349.33587646484375,129.4600067138672,396.89166259765625,236.63999938964844,149.7949981689453,1443.61572265625,24.26589584350586,354.34918212890625,107.93000030517578,132.4261932373047,61.720001220703125,172.3110809326172,258.5778503417969,70.44052124023438,1332.17724609375,119.8404312133789,247.7100067138672,421.4451904296875,183.69590759277344,494.0799865722656,204.97470092773438,68.48999786376953,126.5909194946289,105.58000183105469,39.095916748046875,56.07276916503906,363.93267822265625,364.6360778808594,212.80361938476562,9.365234375
2026-04-10,348.1229248046875,149.0500030517578,398.5677795410156,245.0399932861328,148.92999267578125,1473.1529541015625,24.592609405517578,370.9628601074219,119.58999633789062,135.112060546875,62.380001068115234,173.3106689453125,263.4743957519531,70.77679443359375,1351.787353515625,128.45831298828125,258.1099853515625,420.52532958984375,188.41041564941406,496.05999755859375,203.67909240722656,68.6500015258789,126.89810180664062,110.44000244140625,39.4355354309082,55.87449264526367,367.7098083496094,369.734130859375,212.55615234375,9.571603775024414
2026-04-13,347.9936828613281,166.7949981689453,394.8164978027344,246.8300018310547,157.5800018310547,1494.996826171875,26.28557777404785,379.1499328613281,134.36000061035156,137.85781860351562,65.18000030517578,176.45310974121094,267.1318359375,72.7450180053711,1370.139404296875,131.2676239013672,263.6300048828125,426.4944152832031,189.08961486816406,507.0299987792969,207.2968292236328,71.0199966430664,130.0492706298828,113.16000366210938,40.27458953857422,56.01328659057617,369.84820556640625,368.70654296875,214.51611328125,9.532295227050781
2026-04-14,346.591796875,170.60000610351562,394.7266845703125,255.07000732421875,161.22000122070312,1513.0341796875,26.602392196655273,380.17828369140625,159.52000427246094,137.22879028320312,63.810001373291016,179.15957641601562,272.2182312011719,73.68462371826172,1361.3428955078125,133.7969970703125,263.9200134277344,465.5884094238281,196.28123474121094,515.030029296875,209.18043518066406,72.05000305175781,131.63473510742188,121.7300033569336,40.85393524169922,56.786563873291016,365.2317199707031,379.00244140625,216.65423583984375,9.42419719696045
2026-04-15,345.9355773925781,172.08999633789062,393.349853515625,258.1199951171875,159.33999633789062,1476.630859375,26.958805084228516,396.0931091308594,168.35000610351562,136.7894744873047,64.94000244140625,174.3910675048828,264.9733581542969,73.67473602294922,1350.938720703125,134.56680297851562,261.1600036621094,456.15985107421875,198.63848876953125,517.4299926757812,208.68212890625,72.43000030517578,131.8428497314453,120.0199966430664,40.63418197631836,57.430965423583984,364.68212890625,374.2236328125,214.10035705566406,9.777972221374512
2026-04-16,351.76177978515625,170.80999755859375,388.99993896484375,278.260009765625,162.3300018310547,1405.9368896484375,27.32512092590332,397.8403625488281,158.92999267578125,135.71112060546875,68.5,173.06825256347656,260.77630615234375,76.0286865234375,1400.6728515625,133.33709716796875,261.4200134277344,457.1596984863281,198.1190948486328,514.219970703125,213.0074462890625,79.93000030517578,133.2499542236328,120.02999877929688,41.52317810058594,58.1943359375,365.64141845703125,362.5010681152344,220.8414306640625,10.436388969421387
2026-04-17,369.3101501464844,174.0500030517578,396.023681640625,278.3900146484375,166.72999572753906,1454.737060546875,28.305261611938477,405.8976135253906,160.69000244140625,145.83554077148438,68.5,178.71363830566406,267.41162109375,77.89799499511719,1466.1129150390625,139.65554809570312,276.9700012207031,455.0000305175781,201.44520568847656,528.760009765625,215.2996826171875,83.01000213623047,134.96424865722656,126.93000030517578,44.170196533203125,58.48183822631836,380.09039306640625,369.6343688964844,227.493408203125,11.45840835571289
2026-04-20,378.85479736328125,175.8000030517578,390.7159729003906,274.95001220703125,175.10000610351562,1471.379150390625,28.98838996887207,398.9985046386719,174.52999877929688,148.69114685058594,65.69999694824219,180.09832763671875,262.9747619628906,79.51016235351562,1488.588623046875,147.80352783203125,281.0799865722656,448.3510437011719,201.82476806640625,532.1699829101562,220.5917205810547,85.55999755859375,136.2722930908203,126.87000274658203,44.4099235534668,58.947784423828125,374.92431640625,365.3843078613281,231.3341064453125,12.421464920043945
2026-04-21,373.1081237792969,191.97000122070312,393.419677734375,284.489990234375,175.49000549316406,1453.909912109375,29.30520248413086,401.5345153808594,183.32000732421875,146.76412963867188,66.26000213623047,178.1081085205078,258.1881103515625,80.04424285888672,1525.6220703125,151.27267456054688,285.7099914550781,449.3109130859375,199.64732360839844,527.75,223.7410430908203,86.91000366210938,134.33006286621094,130.4499969482422,44.25010299682617,59.423648834228516,379.6407470703125,367.2200012207031,230.7896728515625,12.11682415008545
2026-04-22,379.22271728515625,194.05999755859375,402.548583984375,303.4599914550781,196.57000732421875,1438.653076171875,29.651716232299805,421.98211669921875,189.49000549316406,147.70266723632812,65.2699966430664,180.77069091796875,265.3630676269531,81.57728576660156,1519.72119140625,157.2812042236328,277.0,487.4050598144531,202.26426696777344,521.1199951171875,224.98681640625,88.98999786376953,134.83543395996094,131.5500030517578,44.80947494506836,61.23788833618164,384.8867492675781,386.5347900390625,233.9176788330078,12.490254402160645
2026-04-23,401.5533142089844,197.5399932861328,402.97760009765625,305.3299865722656,204.61000061035156,1412.8826904296875,29.51310920715332,419.27642822265625,185.5399932861328,149.10052490234375,66.77999877929688,181.1068878173828,258.37799072265625,89.64797973632812,1589.744384765625,165.5191650390625,284.3999938964844,481.64593505859375,199.4075927734375,522.9099731445312,240.3447265625,97.77999877929688,132.7346649169922,138.5,49.65401077270508,61.01978302001953,400.6846923828125,381.7659606933594,279.372802734375,11.792530059814453
2026-04-24,397.2681579589844,212.83999633789062,416.0772705078125,347.80999755859375,234.80999755859375,1452.644287109375,31.681299209594727,422.09197998046875,195.0399932861328,155.74029541015625,82.54000091552734,193.03517150878906,267.59149169921875,88.46111297607422,1629.5736083984375,164.26947021484375,287.6400146484375,496.64361572265625,208.0275421142578,542.9500122070312,243.21498107910156,98.4000015258789,147.49948120117188,158.39999389648438,50.41315841674805,63.10169219970703,417.7616882324219,401.5196838378906,274.3343811035156,12.067688941955566
2026-04-27,390.3283386230469,196.63999938964844,403.9253845214844,334.6300048828125,215.8800048828125,1430.5897216796875,30.542753219604492,417.5391845703125,180.5,156.19960021972656,84.98999786376953,189.5435791015625,259.287353515625,85.88956451416016,1585.1512451171875,158.17098999023438,279.44000244140625,524.4793090820312,216.3578338623047,530.2999877929688,236.0692138671875,98.04000091552734,148.8966827392578,141.30999755859375,50.503055572509766,61.584869384765625,401.6939392089844,404.0338134765625,266.77166748046875,11.487889289855957
2026-04-28,381.0520935058594,183.30999755859375,380.2301940917969,323.2099914550781,198.64999389648438,1382.771728515625,29.780420303344727,399.19818115234375,165.9199981689453,144.4976043701172,84.5199966430664,180.4624481201172,251.0531463623047,83.33780670166016,1501.7884521484375,153.19219970703125,265.6099853515625,504.21246337890625,212.92184448242188,498.95001220703125,229.6111297607422,93.30000305175781,148.63905334472656,111.2699966430664,49.753902435302734,60.45469284057617,379.840576171875,391.42333984375,262.3172607421875,11.45840835571289
2026-04-29,387.0672607421875,196.85000610351562,381.706787109375,337.1099853515625,201.69000244140625,1392.279296875,30.285341262817383,404.809326171875,175.77000427246094,149.2435760498047,94.75,181.18470764160156,248.57489013671875,89.18311309814453,1524.5137939453125,156.53138732910156,269.6300048828125,518.3803100585938,209.00640869140625,501.4700012207031,288.27215576171875,98.86000061035156,154.58460998535156,112.16000366210938,52.61067581176758,62.12022018432617,306.0967712402344,392.90985107421875,266.4945373535156,12.529562950134277
2026-04-30,399.9426574707031,194.74000549316406,393.5793151855469,354.489990234375,210.32000732421875,1437.13134765625,31.09717559814453,416.7703857421875,174.00999450683594,141.26034545898438,94.4800033569336,174.61453247070312,257.678466796875,91.89313507080078,1611.950439453125,165.10926818847656,281.6099853515625,517.0804443359375,199.33767700195312,500.42999267578125,292.59747314453125,100.80999755859375,177.95066833496094,115.11000061035156,55.07789611816406,69.56552124023438,343.20849609375,395.1346435546875,278.23443603515625,12.834203720092773
